日付,開始価格,最高価格,最低価格,終値,ボリューム,時価総額
2014年7月1日,641.39,657.86,640.11,640.81,"38,446,300","8,316,769,792"
2014年6月30日,602.62,645.16,599.88,639.8,"46,422,400","7,812,049,920"
2014年6月29日,596.33,604.08,596.16,602.72,"8,897,470","7,728,189,952"
2014年6月28日,599.08,604.47,595.92,596.55,"13,398,100","7,761,630,208"
2014年6月27日,581.3,600.12,579.89,597.26,"20,814,600","7,527,839,744"
2014年6月26日,566.14,581.63,564.73,581.14,"14,655,900","7,329,110,016"
2014年6月25日,581.81,583.6,565.63,566.34,"20,687,700","7,529,260,032"
2014年6月24日,593.97,596.97,582.36,582.36,"14,144,900","7,683,850,240"
2014年6月23日,602.16,603.21,586.34,593.98,"14,053,800","7,787,160,064"
2014年6月22日,595.9,606,594.63,602.27,"10,877,700","7,703,560,192"
2014年6月21日,593.68,599.46,587.74,594.99,"9,256,290","7,672,030,208"
2014年6月20日,597.4,599.75,587.76,594.15,"18,134,100","7,717,369,856"
2014年6月19日,608.07,612.24,597.02,598.07,"12,803,800","7,852,649,984"
2014年6月18日,609.77,615.88,604.4,607.96,"17,862,000","7,872,150,016"
2014年6月17日,591.59,610.89,590.4,610.86,"18,597,300","7,634,710,016"
2014年6月16日,592.65,608.72,587.07,592.19,"28,677,500","7,645,649,920"
2014年6月15日,575.93,592.94,554.89,592.94,"23,580,900","7,427,200,000"
2014年6月14日,600.75,601.27,549.82,577.36,"38,481,200","7,744,580,096"
2014年6月13日,585.7,615.14,585.7,600.16,"35,700,700","7,548,170,240"
2014年6月12日,633.43,638.11,573.27,586.95,"50,818,800","8,160,589,824"
2014年6月11日,653.19,657.04,632.55,633.02,"25,163,800","8,412,780,032"
2014年6月10日,650.04,659.61,646.56,653.15,"17,913,400","8,369,549,824"
2014年6月9日,655.64,657.7,644.39,649.16,"19,065,400","8,439,070,208"
2014年6月8日,654.99,658.88,653.47,656.14,"8,614,190","8,428,530,176"
2014年6月7日,653.52,656.94,644.91,654.97,"15,855,300","8,407,050,240"
2014年6月6日,659.28,661.37,652.3,653.7,"18,680,100","8,478,870,016"
2014年6月5日,641.07,663.53,640.09,659.26,"29,621,300","8,242,229,760"
2014年6月4日,666.77,668.56,624.09,641.61,"37,731,500","8,569,659,904"
2014年6月3日,660.55,674.11,650.78,667.6,"40,653,700","8,486,730,240"
2014年6月2日,629.65,665.5,618.74,660.62,"45,450,200","8,086,629,888"
2014年6月1日,623.69,671.51,619.91,630.23,"45,259,100","8,007,450,112"
2014年5月31日,615.69,624.72,604.47,623.68,"15,107,100","7,902,400,000"
2014年5月30日,568.18,618.46,568.16,615.33,"31,985,400","7,290,240,000"
2014年5月29日,576.33,577.1,561.6,568.18,"18,707,800","7,392,820,224"
2014年5月28日,571.91,578.62,564.09,577.06,"19,289,000","7,333,770,240"
2014年5月27日,582.59,589.52,554.43,571.24,"38,032,000","7,468,619,776"
2014年5月26日,571.39,588.39,565.33,583.42,"29,959,800","7,322,869,760"
2014年5月25日,525.23,576.48,525.23,571.59,"47,010,300","6,729,119,744"
2014年5月24日,521.05,525.17,516.28,525.14,"11,499,300","6,673,600,000"
2014年5月23日,525.72,541.96,520.08,520.22,"34,934,700","6,731,160,064"
2014年5月22日,492.05,525.36,490.19,524.58,"33,086,500","6,297,990,144"
2014年5月21日,485.8,494.37,483.49,491.77,"14,626,000","6,215,880,192"
2014年5月20日,446.3,491.44,446.01,485.72,"40,327,500","5,708,559,872"
2014年5月19日,446.08,447.55,443.1,446.18,"6,242,620","5,703,759,872"
2014年5月18日,448.7,449.77,444.78,446.26,"2,857,830","5,735,399,936"
2014年5月17日,448.12,451.98,447.3,448.9,"2,945,790","5,725,989,888"
2014年5月16日,447.39,450.66,444.96,448.06,"6,475,100","5,714,639,872"
2014年5月15日,444.14,449.8,443.63,447.25,"7,362,980","5,671,209,984"
2014年5月14日,440.59,446.66,440.5,443.97,"9,472,960","5,624,309,760"
2014年5月13日,441.53,441.98,436.97,440.67,"7,682,670","5,634,509,824"
2014年5月12日,438.3,442.26,434.23,441.46,"7,383,770","5,591,520,256"
2014年5月11日,453.92,455.34,433.4,438.89,"12,251,700","5,789,009,920"
2014年5月10日,450.46,455.77,448.47,454.43,"6,682,600","5,742,830,080"
2014年5月9日,440.18,452.69,440.14,449.46,"10,347,900","5,609,930,240"
2014年5月8日,438.68,448.4,438.14,440.17,"9,446,580","5,588,989,952"
2014年5月7日,429.34,446.13,428.45,438.82,"18,332,200","5,468,310,016"
2014年5月6日,433.36,448.04,423.25,428.96,"12,507,300","5,517,459,968"
2014年5月5日,434.78,440.97,427.62,433.48,"10,004,800","5,534,139,904"
2014年5月4日,438.52,439.77,430.05,436.4,"5,621,260","5,580,029,952"
2014年5月3日,449.4,449.4,430.68,437.76,"9,849,640","5,716,960,256"
2014年5月2日,457.36,457.93,443.4,449.38,"10,394,200","5,816,390,144"
2014年5月1日,447.63,460.61,447.63,457.76,"12,871,800","5,690,670,080"
2014年4月30日,446.89,451.1,436.7,447.64,"15,244,900","5,679,680,000"
2014年4月29日,439.98,451.64,435.18,447.21,"16,401,400","5,590,029,824"
2014年4月28日,430.72,447.53,422.94,440.29,"23,876,600","5,470,649,856"
2014年4月27日,457.24,459.33,436.39,436.39,"10,949,500","5,805,530,112"
2014年4月26日,461.7,464.54,449.1,458.6,"12,214,600","5,860,329,984"
2014年4月25日,500.09,500.3,442.95,461.45,"46,856,500","6,345,229,824"
2014年4月24日,490.83,500.46,482.95,500.46,"13,009,400","6,225,860,096"
2014年4月23日,488.36,493.25,485.82,491.3,"9,814,530","6,192,560,128"
2014年4月22日,495.45,503.22,487.58,487.92,"11,670,900","6,280,640,000"
2014年4月21日,497.74,510.57,493.2,495.77,"15,171,400","6,307,460,096"
2014年4月20日,501.75,510.87,490.84,498.17,"12,103,100","6,356,069,888"
2014年4月19日,479.58,503.55,470.56,501.57,"19,588,200","6,073,339,904"
2014年4月18日,495.8,498.6,472.74,479.64,"19,042,400","6,276,700,160"
2014年4月17日,529.07,533.52,484.87,495.96,"34,025,500","6,695,649,792"
2014年4月16日,522.18,542.38,502.78,527.4,"56,480,100","6,606,459,904"
2014年4月15日,458.37,519,453.54,515.59,"49,561,000","5,797,069,824"
2014年4月14日,414.83,469.75,407.37,458.79,"50,730,200","5,244,349,952"
2014年4月13日,421.46,427.4,395.25,414.06,"22,493,500","5,326,230,016"
2014年4月12日,420.89,439.61,415.79,421.12,"19,226,500","5,317,309,952"
2014年4月11日,363.71,429.77,351.27,420.95,"62,562,800","4,593,399,808"
2014年4月10日,442.26,443.37,358.73,365.18,"55,868,300","5,583,669,760"
2014年4月9日,453.18,455.73,441.93,442.73,"13,204,400","5,719,730,176"
2014年4月8日,447.61,457.42,446.11,453.09,"10,921,600","5,648,000,000"
2014年4月7日,461.47,462.56,445.12,449.42,"15,616,600","5,821,159,936"
2014年4月6日,463.4,466.32,452.97,460.5,"10,241,400","5,843,670,016"
2014年4月5日,446.67,463.57,444.2,461.91,"13,404,500","5,630,889,984"
2014年4月4日,445.66,454.65,429.09,447.53,"22,925,500","5,615,980,032"
2014年4月3日,436.44,449.57,414.89,444.72,"40,765,500","5,497,549,824"
2014年4月2日,479.14,495.05,431.27,437.14,"49,647,600","6,032,970,240"
2014年4月1日,457,495.34,457,478.38,"35,685,800","5,752,280,064"
2014年3月31日,462.3,483.02,443.36,457,"28,254,000","5,816,909,824"
2014年3月30日,492.37,492.37,444.18,460.27,"42,958,300","6,193,560,064"
2014年3月29日,501.71,504.86,489.73,491.17,"11,147,100","6,308,890,112"
2014年3月28日,477.14,526.02,473.23,495.67,"58,828,300","5,997,850,112"
2014年3月27日,580.26,580.56,471.24,471.24,"62,225,400","7,291,520,000"
2014年3月26日,583.48,590.03,570.96,580.83,"16,401,100","7,329,719,808"
2014年3月25日,585.03,585.44,572.6,583.92,"14,020,100","7,346,809,856"
2014年3月24日,562.51,586.56,551.77,583.41,"22,706,900","7,061,380,096"
2014年3月23日,565.76,570.24,560.88,561.27,"9,288,400","7,099,230,208"
2014年3月22日,571.18,572.55,554.39,565.04,"17,360,700","7,164,769,792"
2014年3月21日,588.29,604.59,561.81,571.49,"38,414,100","7,376,710,144"
2014年3月20日,609.74,609.74,587.49,588.77,"20,572,900","7,642,910,208"
2014年3月19日,613.9,622,609.1,609.89,"14,228,900","7,692,449,792"
2014年3月18日,621.84,622.39,603.8,614.83,"24,011,500","7,789,810,176"
2014年3月17日,630.92,632.68,616.85,622.37,"14,648,200","7,901,040,128"
2014年3月16日,636.5,637.52,628.11,631.11,"5,277,290","7,968,200,192"
2014年3月15日,629.37,639.14,627.3,636.12,"4,342,080","7,876,360,192"
2014年3月14日,638.14,639.53,627.21,628.8,"11,913,800","7,983,980,032"
2014年3月13日,633.62,644.2,630.85,638.14,"11,634,900","7,924,859,904"
2014年3月12日,631.91,648.03,629.51,632.1,"18,621,200","7,900,599,808"
2014年3月11日,627.95,638.42,618.84,634.11,"11,732,500","7,848,450,048"
2014年3月10日,636.33,644.76,615.02,627.79,"20,639,800","7,950,819,840"
2014年3月9日,616.31,643.95,612.35,636.96,"15,396,500","7,697,909,760"
2014年3月8日,629.66,635.14,604.46,617.45,"18,654,200","7,862,009,856"
2014年3月7日,664.31,665.34,616.35,629.15,"34,150,800","8,291,899,904"
2014年3月6日,664.52,669.77,649.79,663.86,"16,068,100","8,291,650,048"
2014年3月5日,666.24,674.28,646.28,665.51,"22,461,900","8,310,510,080"
2014年3月4日,668.24,696.22,655.68,666.78,"55,344,600","8,332,950,016"
2014年3月3日,562.56,702.91,560.52,667.76,"96,056,896","7,013,060,096"
2014年3月2日,567.23,570.48,553.27,559.79,"7,950,760","7,069,289,984"
2014年3月1日,549.92,573.38,539.29,565.61,"18,668,100","6,851,590,144"
2014年2月28日,579.7,584.14,545.17,549.26,"28,076,100","7,219,990,016"
2014年2月27日,581.65,594.05,566.62,578.77,"25,540,800","7,241,560,064"
2014年2月26日,537.04,603.8,532.58,582.69,"64,642,700","6,683,679,744"
2014年2月25日,540.24,541.38,420.41,538.71,"126,314,000","6,721,330,176"
2014年2月24日,606.04,607.61,538.7,546.32,"57,893,900","7,537,079,808"
2014年2月23日,606.47,639.91,599.7,605.82,"31,434,400","7,539,890,176"
2014年2月22日,574.24,614.48,558.58,605.42,"31,254,000","7,136,600,064"
2014年2月21日,556.88,582.96,530.47,574.16,"47,308,100","6,918,730,240"
2014年2月20日,623.09,627.73,556.14,556.14,"46,905,000","7,738,579,968"
2014年2月19日,625.97,631.77,618.7,623.03,"13,897,800","7,771,210,240"
2014年2月18日,627.16,645.76,612.54,626.6,"20,015,100","7,783,430,144"
2014年2月17日,614.23,656.95,607.31,626.27,"31,948,400","7,620,579,840"
2014年2月16日,651.3,665.1,584.17,616.63,"40,061,700","8,077,340,160"
2014年2月15日,660.9,661.84,632.84,650.92,"26,709,200","8,193,290,240"
2014年2月14日,601.17,691.72,541.04,661.99,"102,506,000","7,449,939,968"
2014年2月13日,651.08,657.99,601.91,605.24,"38,588,100","8,065,549,824"
2014年2月12日,672.38,672.9,643.04,651.72,"25,367,600","8,326,419,968"
2014年2月11日,683.5,712.46,636.66,672.17,"72,745,200","8,461,320,192"
2014年2月10日,681.32,703.71,550.5,681.03,"112,758,000","8,431,680,000"
2014年2月9日,671.46,712.27,655.25,682.9,"39,311,400","8,307,339,776"
2014年2月8日,699.57,721.82,661.87,673.92,"38,742,600","8,651,929,600"
2014年2月7日,783.2,783.2,654.35,712.4,"113,643,000","9,683,189,760"
2014年2月6日,815.59,819.81,770.59,781.55,"50,108,700","10,079,899,648"
2014年2月5日,829.96,837.32,811.91,811.91,"22,395,100","10,254,100,480"
2014年2月4日,823.77,840.17,820.94,827.96,"16,609,700","10,174,000,128"
2014年2月3日,824.08,826.48,807.22,823.83,"13,940,100","10,174,100,480"
2014年2月2日,832.9,844.72,820.67,825.37,"11,300,900","10,279,199,744"
2014年2月1日,828.61,853.52,827.11,832.58,"19,668,700","10,222,300,160"
2014年1月31日,818.43,831.87,812.6,829.92,"17,107,900","10,092,900,352"
2014年1月30日,826.02,830.5,799.06,819.03,"29,918,200","10,182,899,712"
2014年1月29日,809.96,836.87,809.85,826,"17,984,400","9,981,849,600"
2014年1月28日,774.02,832.5,766.98,812.51,"44,875,500","9,535,949,824"
2014年1月27日,884.6,893,757.11,771.39,"49,233,600","10,894,399,488"
2014年1月26日,853.68,897.02,844.86,885.28,"32,224,300","10,510,399,488"
2014年1月25日,796.24,861.45,792.96,853.61,"24,303,900","9,799,919,616"
2014年1月24日,822.43,822.43,783.58,797.07,"34,912,000","10,118,400,000"
2014年1月23日,845.46,851.57,819.32,822.04,"15,607,100","10,398,000,128"
2014年1月22日,867.21,870.15,837.36,845.59,"18,453,700","10,661,399,552"
2014年1月21日,869.65,881.2,855.93,863.91,"18,997,300","10,687,699,968"
2014年1月20日,871.39,886.39,853.87,870.2,"27,652,700","10,704,799,744"
2014年1月19日,839.66,870.96,825.53,870.96,"24,365,700","10,311,499,776"
2014年1月18日,816.07,841.49,816.07,840,"18,052,700","10,018,199,552"
2014年1月17日,834.49,842.91,797.63,814.64,"39,031,700","10,241,200,128"
2014年1月16日,860.29,866.16,835.63,835.63,"19,149,300","10,553,799,680"
2014年1月15日,833.12,872.81,830.86,860.9,"28,107,200","10,216,699,904"
2014年1月14日,843.17,855.69,825.66,833.27,"20,829,800","10,336,499,712"
2014年1月13日,860.19,861.29,806.05,841.2,"45,580,900","10,541,500,416"
2014年1月12日,919.6,928.52,851.17,863.22,"39,623,500","11,264,799,744"
2014年1月11日,867.32,921.48,861.72,913.95,"44,754,200","10,619,899,904"
2014年1月10日,846.69,871.19,822.6,868.48,"31,876,800","10,363,299,840"
2014年1月9日,841.47,864.36,804.14,846.86,"59,998,600","10,295,100,416"
2014年1月8日,795.99,870.68,776.18,842.72,"74,175,600","9,734,800,384"
2014年1月7日,946.49,965.74,802,802,"81,311,696","11,571,399,680"
2014年1月6日,936.05,"1,017.12",905.71,953.29,"85,565,696","11,410,400,256"
2014年1月5日,858.55,952.4,854.52,933.53,"72,898,496","10,465,699,840"
2014年1月4日,823.27,859.51,801.67,859.51,"38,005,000","10,035,600,384"
2014年1月3日,802.85,834.15,789.12,818.72,"37,810,100","9,786,680,320"
2014年1月2日,773.44,820.31,767.21,802.39,"38,489,500","9,428,179,968"
2014年1月1日,754.97,775.35,754.97,771.4,"22,489,400","9,203,030,016"
2013年12月31日,760.32,760.58,738.17,754.01,"20,897,300","9,268,240,384"
2013年12月30日,741.35,766.6,740.24,756.13,"20,707,700","9,036,999,680"
2013年12月29日,728.05,748.61,714.44,745.05,"19,011,300","8,872,599,552"
2013年12月28日,737.98,747.06,705.35,727.83,"32,505,800","8,990,850,048"
2013年12月27日,763.28,777.51,713.6,735.07,"46,862,700","9,295,569,920"
2013年12月26日,683.94,777.75,683.94,761.98,-,"8,326,269,952"
2013年12月25日,666.31,682.7,649.48,682.21,-,"8,108,930,048"
2013年12月24日,672.36,684.39,645.71,665.58,-,"8,179,729,920"
2013年12月23日,613.06,680.91,611.04,673.41,-,"7,455,669,760"
2013年12月22日,601.78,666.74,585.64,617.18,-,"7,315,939,840"
2013年12月21日,619.9,654.27,579.17,605.66,-,"7,533,740,032"
2013年12月20日,694.22,729.16,595.33,625.32,-,"8,433,869,824"
2013年12月19日,519.06,707.23,502.89,691.96,-,"6,302,969,856"
2013年12月18日,678.2,679.32,420.51,522.7,-,"8,232,039,936"
2013年12月17日,706.37,754.83,630.88,682.12,-,"8,570,390,016"
2013年12月16日,880.33,882.25,668.25,705.97,-,"10,676,599,808"
2013年12月15日,875.29,886.16,825,876.12,-,"10,611,600,384"
2013年12月14日,899.85,904.65,858.36,872.6,-,"10,904,899,584"
2013年12月13日,874.98,941.79,860.05,892.58,-,"10,599,700,480"
2013年12月12日,882.78,901.94,844.95,873.26,-,"10,690,599,936"
2013年12月11日,989.07,"1,001.58",834.23,878.48,-,"11,973,699,584"
2013年12月10日,892.32,997.23,892.32,988.51,-,"10,798,199,808"
2013年12月9日,793.8,921.93,780.9,893.19,-,"9,602,480,128"
2013年12月8日,697.31,802.51,670.88,795.87,-,"8,431,860,224"
2013年12月7日,835.32,854.64,640.22,698.23,-,"10,096,600,064"
2013年12月6日,"1,042.38","1,042.38",829.45,829.45,-,"12,593,899,520"
2013年12月5日,"1,152.73","1,154.36",897.11,"1,045.11",-,"13,922,299,904"
2013年12月4日,"1,077.58","1,156.12","1,070.16","1,151.17",-,"13,009,999,872"
2013年12月3日,"1,046.40","1,096.00","1,011.21","1,078.28",-,"12,628,299,776"
2013年12月2日,951.42,"1,055.42",938.41,"1,043.33",-,"11,478,299,648"
2013年12月1日,"1,128.92","1,133.08",801.82,955.85,-,"13,614,300,160"
2013年11月30日,"1,129.37","1,156.14","1,106.61","1,129.43",-,"13,614,699,520"
2013年11月29日,"1,042.01","1,146.97","1,000.64","1,131.97",-,"12,557,100,032"
2013年11月28日,"1,003.38","1,077.56",962.17,"1,031.95",-,"12,087,000,064"
2013年11月27日,923.85,"1,001.96",891.68,"1,001.96",-,"11,124,899,840"
2013年11月26日,805.73,928.54,800.8,928.1,-,"9,699,359,744"
2013年11月25日,773.02,810.68,754.43,799.11,-,"9,302,269,952"
2013年11月24日,795.63,807.36,722.87,774.25,-,"9,570,990,080"
2013年11月23日,771.7,844.97,771.7,797.82,-,"9,279,850,496"
2013年11月22日,724.07,780.85,668.13,771.44,-,"8,703,970,304"
2013年11月21日,594.32,733.4,577.29,722.43,-,"7,142,029,824"
2013年11月20日,577.98,599.65,448.45,590.83,-,"6,943,300,096"
2013年11月19日,712.76,806.11,456.39,584.61,-,"8,559,549,952"
2013年11月18日,496.58,703.78,494.94,703.56,-,"5,961,500,160"
2013年11月17日,440.96,500.58,440.24,492.11,-,"5,291,729,920"
2013年11月16日,417.28,450.26,415.57,440.22,-,"5,005,530,112"
2013年11月15日,419.41,437.89,396.11,417.95,-,"5,029,340,160"
2013年11月14日,406.41,425.9,395.19,420.2,-,"4,871,600,128"
2013年11月13日,360.97,414.05,359.8,407.37,-,"4,325,400,064"
2013年11月12日,343.06,362.81,342.8,360.33,-,"4,109,060,096"
2013年11月11日,325.41,351.27,311.78,342.44,-,"3,896,130,048"
2013年11月10日,348.82,350.7,277.24,326.62,-,"4,174,929,920"
2013年11月9日,338.58,370.82,319.71,339.11,-,"4,051,120,128"
2013年11月8日,297.85,338.66,296.93,338.11,-,"3,562,789,888"
2013年11月7日,261.68,304.17,261.55,296.41,-,"3,129,189,888"
2013年11月6日,244.78,263,244.78,262.5,-,"2,926,099,968"
2013年11月5日,229.21,250.66,226.22,245.24,-,"2,738,980,096"
2013年11月4日,214.66,231.01,213.94,229.1,-,"2,564,069,888"
2013年11月3日,205.99,215.05,203.99,215.05,-,"2,459,520,000"
2013年11月2日,205.81,207.76,201.65,206.22,-,"2,456,329,984"
2013年11月1日,203.9,206.65,202.13,206.18,-,"2,432,470,016"
2013年10月31日,199.83,205.18,198.85,204,-,"2,382,870,016"
2013年10月30日,204.39,209.16,199.97,199.97,-,"2,436,239,872"
2013年10月29日,198.55,204.79,198.55,204.39,-,"2,365,839,872"
2013年10月28日,196.21,198.62,192.06,198.55,-,"2,337,100,032"
2013年10月27日,176.6,196.44,176.6,196.44,-,"2,102,729,984"
2013年10月26日,187.45,188.41,175.75,177.32,-,"2,231,069,952"
2013年10月25日,197.69,198.87,168.5,186.69,-,"2,351,780,096"
2013年10月24日,214.3,217.42,168.52,198.23,-,"2,548,229,888"
2013年10月23日,193.36,213.62,192.38,213.62,-,"2,298,160,128"
2013年10月22日,182.65,196.27,182.65,193.76,-,"2,169,750,016"
2013年10月21日,174.8,184.82,174.8,182.21,-,"2,075,580,032"
2013年10月20日,171.66,174.91,168.95,174.61,-,"2,037,440,000"
2013年10月19日,155.91,177.48,155.7,172.42,-,"1,849,629,952"
2013年10月18日,146.37,155.96,145.57,155.96,-,"1,735,750,016"
2013年10月17日,142.41,147.42,142.41,146.25,-,"1,688,199,936"
2013年10月16日,145.65,152.23,142.43,142.55,-,"1,725,840,000"
2013年10月15日,140.77,145.39,139.13,145.24,-,"1,667,100,032"
2013年10月14日,139.27,144.12,138.9,140.52,-,"1,648,470,016"
2013年10月13日,135.19,138.66,134.55,138.13,-,"1,599,430,016"
2013年10月12日,130.9,135.66,130.56,135.19,-,"1,547,970,048"
2013年10月11日,130.75,131.81,129.64,130.9,-,"1,545,600,000"
2013年10月10日,130.67,131.5,129.26,130.59,-,"1,544,019,968"
2013年10月9日,125.85,131.75,125.58,130.69,-,"1,486,509,952"
2013年10月8日,126.74,127.47,124.71,126,-,"1,496,499,968"
2013年10月7日,129.43,130.27,126.36,126.94,-,"1,527,760,000"
2013年10月6日,128.36,129.66,126.15,129,-,"1,514,540,032"
2013年10月5日,128.63,130.44,128.03,128.55,-,"1,517,020,032"
2013年10月4日,123.41,130.09,123.41,129.01,-,"1,454,899,968"
2013年10月3日,114.45,123.63,111.82,123.63,-,"1,348,700,032"
2013年10月2日,132.05,133.59,102.25,114.13,-,"1,555,469,952"
2013年10月1日,132.68,134.63,131.55,132.18,-,"1,562,269,952"
2013年9月30日,137.15,138.35,130.27,133,-,"1,614,349,952"
2013年9月29日,134.9,140.61,134.71,137.34,-,"1,587,289,984"
2013年9月28日,133.77,135.63,132.56,134.78,-,"1,573,400,064"
2013年9月27日,128.94,134.74,128.49,133.78,-,"1,516,019,968"
2013年9月26日,128.21,134.93,127.32,128.38,-,"1,506,919,936"
2013年9月25日,127.38,129.69,127.33,128.22,-,"1,496,509,952"
2013年9月24日,126.05,127.46,125.39,127.25,-,"1,480,210,048"
2013年9月23日,128.98,132.73,125.66,125.95,-,"1,513,939,968"
2013年9月22日,127.87,133.94,126.59,129.12,-,"1,500,259,968"
2013年9月21日,126.95,128.61,126.24,127.43,-,"1,488,870,016"
2013年9月20日,129.7,135.62,126.68,127.04,-,"1,520,470,016"
2013年9月19日,131.37,131.77,128.45,129.65,-,"1,539,430,016"
2013年9月18日,131.71,133.2,130.54,131.47,-,"1,542,870,016"
2013年9月17日,131.59,132.76,124.89,131.66,-,"1,540,880,000"
2013年9月16日,130.86,132.72,129.77,131.72,-,"1,531,820,032"
2013年9月15日,129.4,131.44,128.26,130.37,-,"1,514,140,032"
2013年9月14日,135.01,135.85,128.87,129.22,-,"1,579,049,984"
2013年9月13日,132.83,137.58,132.27,134.98,-,"1,552,880,000"
2013年9月12日,135.55,136.08,131.81,133.13,-,"1,583,960,064"
2013年9月11日,125.89,137.83,123.27,135.25,-,"1,470,450,048"
2013年9月10日,127.27,129.74,125.9,125.91,-,"1,485,959,936"
2013年9月9日,121.86,129.06,119.75,127.11,-,"1,422,179,968"
2013年9月8日,124.13,124.72,120.49,121.66,-,"1,448,179,968"
2013年9月7日,118.89,125.94,118.46,124.15,-,"1,386,610,048"
2013年9月6日,126.49,127.34,119.15,119.15,-,"1,474,669,952"
2013年9月5日,126.76,131.44,121.83,126.43,-,"1,477,250,048"
2013年9月4日,136.53,144.5,123.61,126.74,-,"1,590,550,016"
2013年9月3日,135.61,138.34,133,136.77,-,"1,579,180,032"
2013年9月2日,138.63,146.5,134.89,135.85,-,"1,613,600,000"
2013年9月1日,135.14,145.81,134.81,138.34,-,"1,572,230,016"
2013年8月31日,133.09,140.89,132.72,135.35,-,"1,547,640,064"
2013年8月30日,122.35,135.75,120.99,133.49,-,"1,422,119,936"
2013年8月29日,122.62,123.7,122.21,122.39,-,"1,424,679,936"
2013年8月28日,126.48,127.32,122.62,122.62,-,"1,468,960,000"
2013年8月27日,120.07,127.24,120.07,126.5,-,"1,394,009,984"
2013年8月26日,122.11,122.75,119.93,120.06,-,"1,417,200,000"
2013年8月25日,119.6,122.99,119.17,122.11,-,"1,387,640,064"
2013年8月24日,118.51,121.39,118.02,120.04,-,"1,374,419,968"
2013年8月23日,122,122,118.44,118.5,-,"1,414,290,048"
2013年8月22日,123.3,123.5,120.6,121.15,-,"1,428,700,032"
2013年8月21日,121.21,124.91,119.68,123.3,-,"1,403,890,048"
2013年8月20日,119,123.01,117.51,121.21,-,"1,377,730,048"
2013年8月19日,113.38,123.06,111.77,119,-,"1,312,160,000"
2013年8月18日,112.75,114.69,112,113.5,-,"1,304,320,000"
2013年8月17日,108.99,113.75,108.22,113.5,-,"1,260,349,952"
2013年8月16日,110,112.3,108.52,108.99,-,"1,271,469,952"
2013年8月15日,112.56,113.25,109,109.99,-,"1,300,659,968"
2013年8月14日,109.56,115,108,112.56,-,"1,265,449,984"
2013年8月13日,106.99,109.35,104.65,109,-,"1,235,340,032"
2013年8月12日,105,108,103.5,106.64,-,"1,211,789,952"
2013年8月11日,103,105.19,102.75,105,-,"1,188,150,016"
2013年8月10日,102.8,103.9,102.41,103,-,"1,185,309,952"
2013年8月9日,103.07,105.75,101.93,102.8,-,"1,187,920,000"
2013年8月8日,106.75,106.75,101.26,103,-,"1,229,100,032"
2013年8月7日,106.75,106.75,106.75,106.75,-,"1,229,100,032"
2013年8月6日,106.72,107.38,105.56,106.75,-,"1,228,440,064"
2013年8月5日,105.12,107.77,105,106.22,-,"1,209,520,000"
2013年8月4日,104.95,105.95,103.52,105.14,-,"1,207,100,032"
2013年8月3日,104.5,105.78,102,104,-,"1,201,490,048"
2013年8月2日,104.86,108,101.21,104.5,-,"1,205,069,952"
2013年8月1日,106.21,108,103.01,104,-,"1,220,189,952"
2013年7月31日,107.95,111.34,103.88,106.09,-,"1,239,629,952"
2013年7月30日,101.49,107.99,100.47,107.99,-,"1,164,940,032"
2013年7月29日,98.6,102.5,98.46,101.2,-,"1,131,340,032"
2013年7月28日,94.4,100.58,94,99.76,-,"1,082,749,952"
2013年7月27日,96.02,97,93,94.12,-,"1,100,899,968"
2013年7月26日,96.95,97.47,96,96.02,-,"1,111,160,064"
2013年7月25日,94.5,97.33,93.87,96.9,-,"1,082,800,000"
2013年7月24日,95.56,95.99,93,94.51,-,"1,094,489,984"
2013年7月23日,91.6,96.82,91.6,95.56,-,"1,048,819,968"
2013年7月22日,92,92,90.08,91.61,-,"1,053,000,000"
2013年7月21日,89.82,91.95,88,90.76,-,"1,027,640,000"
2013年7月20日,92,93.1,89.27,89.39,-,"1,052,140,032"
2013年7月19日,90.07,95.2,87.8,92.17,-,"1,029,670,016"
2013年7月18日,98.5,98.8,86.2,90.58,-,"1,125,660,032"
2013年7月17日,96.71,99.97,96.18,98.5,-,"1,104,760,064"
2013年7月16日,98.89,99.86,96.14,97.45,-,"1,129,260,032"
2013年7月15日,93.61,101.9,93.11,98.4,-,"1,068,520,000"
2013年7月14日,98.7,98.7,92.86,94.69,-,"1,126,259,968"
2013年7月13日,93.99,98.25,88.06,98.13,-,"1,072,140,032"
2013年7月12日,88.98,104,88.17,93.59,-,"1,014,640,000"
2013年7月11日,88,90.28,85.08,88.98,-,"1,003,089,984"
2013年7月10日,76.72,87,76.2,86.76,-,"874,137,984"
2013年7月9日,76,78.3,72.52,76.69,-,"865,585,024"
2013年7月8日,76.5,80,72.6,76.52,-,"870,912,000"
2013年7月7日,68.75,74.56,66.62,74.56,-,"782,352,000"
2013年7月6日,68.5,75,66.82,70.28,-,"779,254,976"
2013年7月5日,79.99,80,65.53,68.43,-,"909,526,016"
2013年7月4日,78.89,83.11,72,80.53,-,"896,692,992"
2013年7月3日,90.4,90.98,76.98,77.53,-,"1,027,160,000"
2013年7月2日,88.05,92.3,87.51,90.13,-,"1,000,070,016"
2013年7月1日,97.51,97.66,86.3,88.05,-,"1,107,129,984"
2013年6月30日,95,98.12,94.22,96.61,-,"1,078,259,968"
2013年6月29日,94.66,99.99,93,94.99,-,"1,074,009,984"
